entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xPM,
0.522,0.2804,0.009281,0.007145,0.004777,0.02333,0.03796,0.003508,0.00227,0.008999,0.006292,0.8964,
0.5216,0.2816,0.009268,0.007139,0.004778,0.02333,0.03792,0.003542,0.002244,0.009039,0.006208,0.8965,
0.5205,0.2862,0.00925,0.007158,0.004724,0.02324,0.03778,0.003542,0.002267,0.009213,0.006013,0.8968,
0.5194,0.2851,0.009026,0.007162,0.00473,0.02336,0.0376,0.00352,0.002369,0.009138,0.005973,0.8971,
0.5181,0.2827,0.009011,0.007144,0.00471,0.02336,0.03727,0.003515,0.002409,0.009139,0.005932,0.8975,
0.5187,0.2845,0.009116,0.007141,0.004719,0.02333,0.03717,0.003578,0.002406,0.009318,0.005816,0.8974,
0.5185,0.2875,0.009017,0.007143,0.004727,0.02338,0.03717,0.003641,0.002366,0.00937,0.005743,0.8974,
0.5172,0.2848,0.008909,0.007145,0.004734,0.02346,0.03689,0.003637,0.002344,0.009553,0.00556,0.8978,
0.5182,0.2824,0.009159,0.007145,0.004739,0.02346,0.03665,0.003689,0.00233,0.009568,0.005617,0.8976,
0.5171,0.2853,0.009134,0.007159,0.00475,0.02344,0.03636,0.003725,0.002338,0.009794,0.005347,0.898,
0.5129,0.2922,0.00913,0.00716,0.004752,0.02344,0.03778,0.002239,0.002353,0.009729,0.005347,0.8981,
0.5124,0.2771,0.009105,0.007165,0.004754,0.02343,0.03769,0.002232,0.002339,0.00973,0.005348,0.8982,
0.5111,0.2803,0.009022,0.00714,0.004715,0.02348,0.03781,0.002037,0.002522,0.009548,0.005302,0.8984,
0.5104,0.2835,0.008997,0.007161,0.004716,0.0234,0.03775,0.002035,0.00254,0.009633,0.005178,0.8986,
0.5125,0.2784,0.009236,0.007153,0.004726,0.02334,0.03764,0.002058,0.00256,0.009587,0.005468,0.8982,
0.515,0.2788,0.00936,0.007154,0.004724,0.02333,0.03756,0.002042,0.002519,0.009582,0.005969,0.8978,
0.5139,0.2773,0.009309,0.007164,0.004646,0.02336,0.0374,0.002089,0.002483,0.009606,0.005923,0.898,
0.5145,0.2802,0.00937,0.00716,0.004656,0.02335,0.03735,0.002074,0.002527,0.00964,0.005965,0.8979,
0.5158,0.2807,0.009587,0.007169,0.004662,0.02334,0.03727,0.002157,0.002444,0.00978,0.005938,0.8977,
0.5146,0.299,0.009577,0.007172,0.004669,0.02334,0.0369,0.002173,0.002422,0.009947,0.005771,0.898,
0.5154,0.2821,0.009634,0.007179,0.004668,0.02335,0.03681,0.00219,0.002394,0.01009,0.00582,0.8979,
0.5158,0.2807,0.009779,0.007182,0.004681,0.02334,0.03657,0.002158,0.002431,0.01005,0.005944,0.8979,
0.5143,0.2824,0.009746,0.007179,0.004684,0.02334,0.03628,0.002157,0.002387,0.01012,0.005856,0.8983,
0.5139,0.2824,0.009729,0.007177,0.004684,0.02334,0.03614,0.002175,0.002398,0.01009,0.005856,0.8984,
0.5129,0.2911,0.009627,0.007181,0.004689,0.02342,0.03592,0.002205,0.002395,0.01006,0.005835,0.8987,
0.5134,0.3244,0.009619,0.007183,0.004694,0.02341,0.03568,0.002221,0.008732,0.003733,0.005762,0.899,
0.5149,0.3237,0.009691,0.007177,0.0047,0.0234,0.03561,0.002249,0.008701,0.003806,0.005959,0.8987,
0.5159,0.3219,0.0096,0.007166,0.00471,0.02351,0.03548,0.002265,0.008727,0.003839,0.006174,0.8985,
0.516,0.2844,0.009568,0.007167,0.00472,0.02353,0.0355,0.002262,0.008731,0.004137,0.005854,0.8985,
0.5164,0.2855,0.009442,0.007163,0.004721,0.02373,0.03529,0.002245,0.008737,0.004284,0.005892,0.8985,
0.5153,0.2898,0.009435,0.007164,0.004727,0.02373,0.03495,0.002281,0.008735,0.004358,0.005785,0.8988,
0.5153,0.2969,0.009393,0.007162,0.004731,0.02384,0.03475,0.002302,0.008712,0.004372,0.00584,0.8989,
0.5145,0.2808,0.009389,0.007161,0.004734,0.02381,0.03453,0.002324,0.008708,0.004479,0.005715,0.8991,
0.5159,0.2774,0.009484,0.007153,0.004734,0.02381,0.03445,0.002358,0.008699,0.004439,0.005975,0.8989,
0.5151,0.2801,0.009461,0.00717,0.004739,0.02379,0.03444,0.002249,0.008699,0.004509,0.005906,0.899,
0.514,0.2814,0.009461,0.007165,0.004664,0.02379,0.03433,0.002197,0.008734,0.004474,0.005906,0.8993,
0.5137,0.2895,0.009448,0.007176,0.004667,0.02379,0.03422,0.002197,0.008734,0.004537,0.005843,0.8994,
0.5128,0.2828,0.009438,0.00718,0.004672,0.02377,0.03395,0.002234,0.008775,0.004521,0.005781,0.8997,
0.5128,0.285,0.009425,0.007186,0.00468,0.02375,0.03396,0.002318,0.00871,0.004504,0.005781,0.8997,
0.5127,0.2857,0.009418,0.007187,0.004687,0.02375,0.0339,0.00234,0.00871,0.004544,0.005718,0.8997,
0.5131,0.2818,0.00961,0.007173,0.004694,0.02377,0.0337,0.002382,0.008607,0.004628,0.005716,0.8997,
0.5152,0.2818,0.009697,0.007198,0.004696,0.02367,0.03355,0.002448,0.008517,0.004658,0.006159,0.8994,
0.5161,0.2814,0.00994,0.007191,0.004653,0.02363,0.03383,0.002055,0.008555,0.004615,0.006508,0.899,
0.5161,0.2789,0.00992,0.007201,0.004664,0.02363,0.03383,0.002116,0.008555,0.004553,0.006508,0.899,
0.517,0.2797,0.01007,0.00721,0.004665,0.02362,0.03375,0.002083,0.008561,0.004523,0.006652,0.8989,
0.5169,0.2834,0.01007,0.007211,0.004668,0.02362,0.0337,0.002115,0.008529,0.0046,0.006575,0.8989,
0.5202,0.287,0.01009,0.007232,0.00467,0.02372,0.03368,0.001965,0.008497,0.004597,0.007374,0.8982,
0.5214,0.2835,0.01018,0.007223,0.004669,0.0237,0.03361,0.002016,0.008443,0.004596,0.007621,0.898,
0.5245,0.2821,0.01052,0.007211,0.004677,0.02365,0.03347,0.002149,0.008285,0.00471,0.007934,0.8974,
0.5244,0.2866,0.01047,0.007243,0.004682,0.02365,0.03353,0.002148,0.008223,0.004783,0.007861,0.8974,
0.5243,0.2868,0.01051,0.007251,0.004686,0.02365,0.03333,0.002148,0.008223,0.004859,0.007856,0.8975,
0.5267,0.2854,0.01066,0.007251,0.004687,0.02364,0.03317,0.002178,0.008177,0.005042,0.008134,0.8971,
0.5267,0.2947,0.01064,0.007264,0.004691,0.02364,0.03317,0.002222,0.008133,0.005082,0.008094,0.8971,
0.5282,0.2948,0.01082,0.007265,0.004701,0.02363,0.03298,0.002222,0.008212,0.005039,0.008332,0.8968,
0.528,0.2957,0.0108,0.007274,0.00471,0.02362,0.03297,0.002208,0.008167,0.005264,0.008107,0.8969,
0.5305,0.291,0.0109,0.007266,0.004716,0.0236,0.03288,0.002218,0.008141,0.005443,0.008453,0.8964,
0.5335,0.2985,0.01103,0.007266,0.004715,0.02357,0.03291,0.002185,0.008114,0.005517,0.00898,0.8957,
0.5373,0.2945,0.01114,0.007287,0.004723,0.02356,0.03283,0.007121,0.003194,0.005492,0.009515,0.8951,
0.5363,0.2919,0.01111,0.007305,0.00473,0.02356,0.03258,0.007149,0.003185,0.005515,0.009419,0.8954,
0.5374,0.2903,0.01128,0.007322,0.004735,0.02356,0.03254,0.007067,0.003156,0.005663,0.009466,0.8952,
0.537,0.2919,0.01127,0.007329,0.004738,0.02355,0.0325,0.007166,0.003073,0.005666,0.009425,0.8953,
0.5366,0.2931,0.01126,0.007317,0.004746,0.02351,0.03246,0.0072,0.003008,0.005819,0.009273,0.8954,
0.5377,0.293,0.01131,0.00733,0.004749,0.0235,0.0323,0.007131,0.003007,0.005997,0.009458,0.8952,
0.5391,0.2983,0.0115,0.007336,0.004759,0.0235,0.03217,0.007166,0.003003,0.006017,0.009598,0.895,
0.5385,0.3031,0.01148,0.007335,0.004763,0.02348,0.03203,0.007148,0.003032,0.006244,0.009342,0.8951,
0.5407,0.3004,0.01151,0.007346,0.004762,0.02357,0.03199,0.007123,0.003031,0.006241,0.009767,0.8947,
0.5401,0.2959,0.01148,0.007361,0.004771,0.02356,0.03184,0.007158,0.003031,0.006206,0.009767,0.8948,
